,Unnamed: 0,Unnamed: 1,Unnamed: 2,Run #1,Unnamed: 4,Unnamed: 5,Run #2,Unnamed: 7,Unnamed: 8,Run #3,Unnamed: 10,Unnamed: 11,Run #4,Unnamed: 13,Unnamed: 14,Final,Unnamed: 16,Unnamed: 17
1,ecalP,muNraC,maeT,emiT,senoC,emiTjdA,emiT,senoC,emiTjdA,emiT,senoC,emiTjdA,emiT,senoC,emiTjdA,emiTtseB,ytlaneP,erocS
2,,138,Universidad Autonoma de Baja California,,,DNA,,,DNA,,,DNA,,,DNA,DNA,,
3,,140,North Dakota State Univ,,,DNA,,,DNA,,,DNA,,,DNA,DNA,,
4,,142,Lamar Univ,,,DNA,,,DNA,,,DNA,,,DNA,DNA,,
